"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.02.2024","48.213,3","48.282,0","49.057,8","47.675,3","0,94K","-0,11%"
"14.02.2024","48.268,0","46.436,8","48.516,8","46.000,0","1,19K","3,94%"
"13.02.2024","46.436,8","46.344,2","46.726,6","45.100,2","1,12K","0,20%"
"12.02.2024","46.344,1","44.569,0","46.700,0","44.250,0","1,50K","3,98%"
"11.02.2024","44.568,9","44.138,7","44.800,0","44.001,0","0,38K","0,97%"
"10.02.2024","44.138,7","43.660,2","44.497,0","43.394,9","0,38K","1,10%"
"09.02.2024","43.660,1","42.036,1","44.604,2","42.002,4","1,65K","3,86%"
"08.02.2024","42.036,1","41.124,9","42.299,9","41.124,9","1,07K","2,22%"
"07.02.2024","41.124,9","40.058,1","41.176,5","39.762,1","0,80K","2,68%"
"06.02.2024","40.052,2","39.726,7","40.338,9","39.599,0","0,55K","0,82%"
"05.02.2024","39.726,7","39.492,0","40.449,0","39.216,3","0,66K","0,59%"
"04.02.2024","39.492,0","39.845,3","39.930,7","39.230,1","0,27K","-0,86%"
"03.02.2024","39.833,4","39.994,9","40.140,0","39.750,0","0,21K","-0,40%"
"02.02.2024","39.994,9","39.617,4","40.191,5","39.335,1","0,53K","0,95%"
"01.02.2024","39.617,4","39.390,8","39.788,9","38.748,1","0,71K","0,54%"
"31.01.2024","39.405,7","39.627,7","40.299,0","39.101,1","0,76K","-0,56%"
"30.01.2024","39.628,5","39.972,2","40.469,5","39.418,5","0,96K","-0,88%"
"29.01.2024","39.979,4","38.786,3","40.075,0","38.650,7","0,77K","3,10%"
"28.01.2024","38.775,5","38.854,6","39.444,0","38.423,4","0,49K","-0,20%"
"27.01.2024","38.854,5","38.571,8","38.910,0","38.178,8","0,40K","0,73%"
"26.01.2024","38.571,8","36.851,0","38.900,0","36.763,8","1,00K","4,67%"
"25.01.2024","36.851,0","36.828,4","36.985,3","36.472,8","0,47K","0,06%"
"24.01.2024","36.828,3","36.740,0","37.246,1","36.300,1","0,79K","0,24%"
"23.01.2024","36.739,9","36.315,0","36.848,0","35.472,6","1,37K","1,17%"
"22.01.2024","36.315,0","38.172,0","38.228,3","36.203,9","1,25K","-4,86%"
"21.01.2024","38.168,3","38.277,8","38.445,6","38.121,0","0,16K","-0,29%"
"20.01.2024","38.277,8","38.238,4","38.402,6","38.075,8","0,11K","0,10%"
"19.01.2024","38.238,4","37.990,8","38.676,6","37.022,3","0,95K","0,69%"
"18.01.2024","37.974,6","39.278,1","39.395,5","37.404,3","1,02K","-3,31%"
"17.01.2024","39.276,3","39.685,1","39.699,8","38.900,0","0,52K","-1,03%"
"16.01.2024","39.685,0","38.852,1","40.087,3","38.723,4","0,71K","2,10%"
"15.01.2024","38.869,6","38.150,1","39.593,8","38.121,5","0,85K","1,89%"
"14.01.2024","38.150,1","39.194,6","39.365,6","38.150,1","0,42K","-2,66%"
"13.01.2024","39.194,6","39.120,2","39.598,9","38.833,1","0,50K","0,04%"
"12.01.2024","39.180,1","42.222,0","42.378,4","38.013,6","1,89K","-7,24%"
"11.01.2024","42.239,9","42.569,1","44.802,5","41.615,1","2,26K","-0,76%"
"10.01.2024","42.564,5","42.229,1","43.500,0","40.568,4","2,60K","0,79%"
"09.01.2024","42.229,1","42.884,0","43.910,0","41.296,3","1,98K","-1,53%"
"08.01.2024","42.884,0","40.194,0","43.190,0","39.555,0","1,92K","6,69%"
"07.01.2024","40.194,0","40.255,0","40.700,0","39.929,7","0,51K","-0,15%"
"06.01.2024","40.253,1","40.423,6","40.473,8","39.780,6","0,26K","-0,42%"
"05.01.2024","40.423,6","40.397,7","40.650,0","39.086,2","1,11K","0,10%"
"04.01.2024","40.381,9","39.293,8","40.932,4","39.021,9","1,05K","2,74%"
"03.01.2024","39.303,2","41.126,0","41.578,0","37.600,0","1,82K","-4,41%"
"02.01.2024","41.118,0","40.064,0","41.898,0","40.063,9","1,45K","2,65%"
"01.01.2024","40.057,7","38.404,5","40.057,7","38.342,8","0,48K","4,33%"
