"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"14.02.2019","3.155,0","3.179,2","3.187,2","3.150,0","3,40K","-0,76%"
"13.02.2019","3.179,2","3.172,2","3.198,0","3.162,0","3,58K","0,22%"
"12.02.2019","3.172,2","3.186,9","3.198,7","3.152,1","4,06K","-0,46%"
"11.02.2019","3.186,9","3.225,4","3.227,9","3.166,6","3,85K","-1,19%"
"10.02.2019","3.225,4","3.202,6","3.229,0","3.162,3","1,68K","0,71%"
"09.02.2019","3.202,6","3.194,8","3.215,0","3.176,6","2,06K","0,25%"
"08.02.2019","3.194,7","2.962,5","3.269,7","2.950,5","8,26K","7,84%"
"07.02.2019","2.962,5","2.966,0","2.990,0","2.954,0","2,94K","-0,12%"
"06.02.2019","2.966,0","3.008,5","3.021,0","2.930,6","4,93K","-1,41%"
"05.02.2019","3.008,5","2.989,5","3.010,0","2.976,2","3,64K","0,64%"
"04.02.2019","2.989,5","2.983,4","3.000,0","2.963,1","3,59K","0,20%"
"03.02.2019","2.983,5","3.030,6","3.032,3","2.959,4","1,64K","-1,49%"
"02.02.2019","3.028,6","3.001,1","3.044,2","2.982,5","2,14K","0,92%"
"01.02.2019","3.001,1","2.979,1","3.014,1","2.951,5","4,07K","0,75%"
"31.01.2019","2.978,7","2.999,9","3.025,0","2.965,3","3,88K","-0,71%"
"30.01.2019","2.999,9","2.973,4","3.030,3","2.957,4","4,37K","0,89%"
"29.01.2019","2.973,4","3.003,3","3.011,5","2.927,2","4,61K","-1,00%"
"28.01.2019","3.003,3","3.096,6","3.099,7","2.957,3","6,47K","-3,01%"
"27.01.2019","3.096,6","3.126,0","3.130,9","3.051,0","2,22K","-0,94%"
"26.01.2019","3.126,0","3.126,5","3.206,9","3.112,6","2,43K","-0,01%"
"25.01.2019","3.126,4","3.158,7","3.161,1","3.102,3","4,29K","-1,02%"
"24.01.2019","3.158,7","3.126,6","3.181,4","3.104,8","3,53K","1,03%"
"23.01.2019","3.126,6","3.149,4","3.188,1","3.102,6","5,18K","-0,72%"
"22.01.2019","3.149,4","3.112,7","3.175,0","3.032,2","6,45K","1,18%"
"21.01.2019","3.112,7","3.113,8","3.148,7","3.077,4","4,53K","0,07%"
"20.01.2019","3.110,4","3.245,3","3.262,3","3.062,0","4,03K","-4,16%"
"19.01.2019","3.245,3","3.179,9","3.311,6","3.177,1","3,59K","2,06%"
"18.01.2019","3.179,9","3.196,5","3.200,0","3.156,9","4,25K","-0,52%"
"17.01.2019","3.196,5","3.167,8","3.213,3","3.123,7","6,44K","1,00%"
"16.01.2019","3.164,7","3.149,2","3.228,9","3.140,2","5,52K","0,49%"
"15.01.2019","3.149,2","3.197,6","3.214,3","3.119,8","5,36K","-1,51%"
"14.01.2019","3.197,6","3.075,0","3.238,8","3.068,1","7,29K","4,02%"
"13.01.2019","3.074,0","3.168,1","3.188,0","3.052,2","3,52K","-2,97%"
"12.01.2019","3.168,1","3.175,0","3.193,2","3.130,0","2,36K","-0,21%"
"11.01.2019","3.174,8","3.162,7","3.232,2","3.051,0","6,77K","0,38%"
"10.01.2019","3.162,7","3.465,2","3.496,1","3.116,4","10,97K","-8,73%"
"09.01.2019","3.465,2","3.495,6","3.538,8","3.460,4","4,90K","-0,87%"
"08.01.2019","3.495,6","3.498,0","3.591,0","3.452,2","7,37K","-0,07%"
"07.01.2019","3.498,0","3.543,7","3.565,0","3.470,1","5,42K","-1,29%"
"06.01.2019","3.543,7","3.342,7","3.589,0","3.312,7","6,36K","6,01%"
"05.01.2019","3.342,7","3.363,2","3.403,8","3.329,6","3,58K","-0,66%"
"04.01.2019","3.365,0","3.331,6","3.384,0","3.291,9","4,99K","1,00%"
"03.01.2019","3.331,6","3.443,8","3.446,1","3.311,4","5,77K","-3,26%"
"02.01.2019","3.443,8","3.345,0","3.458,0","3.294,1","6,05K","2,95%"
"01.01.2019","3.345,0","3.235,9","3.350,9","3.198,0","4,24K","3,39%"
