"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.02.2022","39.250,4","37.660,8","39.412,0","37.548,7","1,26K","4,22%"
"14.02.2022","37.660,8","37.025,1","37.892,2","36.639,7","0,99K","1,72%"
"13.02.2022","37.025,1","37.262,0","37.688,8","36.928,0","0,57K","-0,64%"
"12.02.2022","37.262,0","37.335,1","37.945,9","36.865,0","1,42K","-0,20%"
"11.02.2022","37.335,1","38.161,0","38.658,5","36.962,3","1,87K","-2,14%"
"10.02.2022","38.151,8","38.880,7","39.922,0","37.961,5","3,00K","-1,87%"
"09.02.2022","38.880,7","38.603,2","39.257,9","37.805,7","2,19K","0,72%"
"08.02.2022","38.603,2","38.351,1","39.868,0","37.415,5","3,48K","0,66%"
"07.02.2022","38.351,1","37.014,3","38.982,4","36.400,2","2,15K","3,61%"
"06.02.2022","37.014,3","36.200,1","37.256,0","36.005,5","0,80K","2,25%"
"05.02.2022","36.200,1","36.303,0","36.645,0","35.785,5","1,13K","-0,32%"
"04.02.2022","36.314,7","32.655,7","36.435,0","32.413,8","3,80K","11,32%"
"03.02.2022","32.621,8","32.675,8","32.926,4","31.780,0","3,08K","-0,17%"
"02.02.2022","32.675,8","34.362,4","34.505,8","32.411,7","2,06K","-4,91%"
"01.02.2022","34.362,4","34.295,8","34.948,0","33.815,0","1,68K","0,19%"
"31.01.2022","34.295,8","34.050,1","34.500,0","32.900,0","1,56K","0,72%"
"30.01.2022","34.050,1","34.307,5","34.487,1","33.569,1","1,36K","-0,75%"
"29.01.2022","34.307,5","33.891,7","34.774,9","33.558,3","2,58K","1,23%"
"28.01.2022","33.891,7","33.372,7","34.100,0","32.501,1","2,68K","1,56%"
"27.01.2022","33.372,7","32.781,1","33.412,2","31.674,6","1,95K","1,80%"
"26.01.2022","32.781,1","32.731,7","34.510,4","32.290,1","4,79K","0,15%"
"25.01.2022","32.731,6","32.414,9","33.271,6","31.594,1","1,92K","0,98%"
"24.01.2022","32.414,9","32.000,3","33.214,9","29.182,8","4,73K","1,29%"
"23.01.2022","32.000,5","30.961,8","32.199,9","30.592,0","2,34K","3,35%"
"22.01.2022","30.961,8","32.192,0","32.462,4","30.007,6","5,01K","-3,82%"
"21.01.2022","32.192,0","35.997,5","36.381,8","31.327,9","5,80K","-10,62%"
"20.01.2022","36.018,1","36.780,6","38.361,5","35.889,0","2,55K","-2,07%"
"19.01.2022","36.780,6","37.400,6","37.578,0","36.335,7","2,24K","-1,66%"
"18.01.2022","37.400,6","37.049,2","37.660,0","36.371,0","2,21K","0,95%"
"17.01.2022","37.049,2","37.777,1","37.879,3","36.483,9","0,97K","-1,93%"
"16.01.2022","37.777,1","37.800,1","38.094,0","37.409,4","0,86K","-0,06%"
"15.01.2022","37.800,1","37.747,4","38.397,1","37.400,2","1,53K","0,14%"
"14.01.2022","37.746,6","37.155,1","38.080,0","36.522,8","2,29K","1,59%"
"13.01.2022","37.155,1","38.438,9","38.730,1","37.000,0","1,88K","-3,34%"
"12.01.2022","38.438,9","37.626,4","38.724,3","37.400,9","1,76K","2,16%"
"11.01.2022","37.626,4","36.945,0","37.974,8","36.501,1","1,94K","1,83%"
"10.01.2022","36.948,8","36.884,8","37.286,9","35.140,0","2,61K","0,17%"
"09.01.2022","36.884,8","36.735,6","37.742,2","36.357,1","0,84K","0,41%"
"08.01.2022","36.735,6","36.554,9","37.287,4","35.729,2","1,25K","0,49%"
"07.01.2022","36.554,9","38.200,0","38.200,0","35.921,0","2,96K","-4,31%"
"06.01.2022","38.201,2","38.437,5","38.735,6","37.574,8","2,17K","-0,68%"
"05.01.2022","38.461,6","40.656,7","41.600,0","37.602,6","2,94K","-5,40%"
"04.01.2022","40.656,7","41.101,0","42.087,7","40.409,4","1,32K","-1,08%"
"03.01.2022","41.101,0","41.650,0","41.873,4","40.500,0","0,92K","-1,32%"
"02.01.2022","41.650,0","42.014,9","42.170,8","41.026,4","0,51K","-0,87%"
"01.01.2022","42.014,9","40.650,2","42.170,8","40.640,4","0,67K","3,33%"
